_c0,User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment,sentiment_base
211,viswa_mfame_guru,mfame_guru,2022-09-26,europes frantic search for gas supplies in the wake of russias invasion of ukraine is being stymied by buyers unrealistic demands totalenergies ses chief executive officer said a recent news article published in the energy now states that mfameguru european lng talks hampered by lofty expectations europes frantic search for gas supplies in the wake of russias invasion of ukraine is being stymied by buyers unrealistic demands totalenergies ses,0.0,0.0,0.0,Bullish,negative
466,Energy Intelligence,energyintel,2022-09-20,europes postcrisis energy future join the debate at the in london oct 46 1,0.0,0.0,1.0,Bearish,neutral
538,Energy Intelligence Forum,EI_Forum,2022-09-16,europes postcrisis energy future join the debate at the in london oct 46 4 5,0.0,4.0,5.0,Bullish,neutral
7175,90s Random Consultant,ManchesterUtd81,2021-07-29,every company that changes their name makes me go nutz im looking at you eqnr and now tte just fyi tot for total is now tte totalenergies se fuuxckk stop it guys gif alt 2,0.0,0.0,2.0,Bearish,neutral
7298,Reuters Legal,ReutersLegal,2021-07-15,ferc said an administrative law judge will determine whether units and traders at french energy company total now totalenergies se manipulated the natural gas market in 20092012 1 1 1,1.0,1.0,1.0,Bullish,neutral
6492,Jeet Singh,JeetSingh525,2021-10-28,firstsquawk totalenergies se q3 21 earnings adj net 477b est 432b avg production boed 281m est 288m interim divshare eur 066,0.0,0.0,0.0,Bullish,neutral
7649,SEC.report,EdgarInsider,2021-05-28,form 6k recently sec filed tot ttfnf totalenergies se secreport foreign issuer report 6k form 6k,0.0,0.0,0.0,Bullish,neutral
1410,SEC.report,EdgarInsider,2022-07-29,form 6k recently sec filed tte ttfnf tot totalenergies se secreport foreign issuer report 6k form 6k,0.0,0.0,0.0,Bullish,neutral
3418,SEC.report,EdgarInsider,2022-05-02,form 6k recently sec filed tte ttfnf tot totalenergies se secreport totalenergies se 2022 foreign issuer report 6k totalenergies se form 6k,0.0,0.0,0.0,Bullish,neutral
2134,Noname1787,Noname17871,2022-06-26,foutaise jadot et ses copains colos vont faire du vent avec des oliennes essence lectricit gaz fioul totalenergies edf et engie appellent les franais consommer moins dnergie les dtails breaking7com breaking news 7 breaking news is a personalized news aggregator and social network where you can follow and get all the news you are interested in and join conversations about hot local breaking and national topics,0.0,0.0,0.0,Bullish,neutral
2723,ResearchPool,ResearchPool,2022-05-26,fp se total energies solid shareholder support for the groups transition strategy climate resolution handily approved at 89 totalenergies combined general meeting was held on 25 may and approved by a wide margin all of,0.0,0.0,0.0,Bullish,positive
6839,ResearchPool,ResearchPool,2021-09-24,fp se total energies the group welcomes mercedesbenz as a new partner in acc and raises the capacity target from 48 gwh to 120 gwh by 2030 mercedesbenz joins acc jv with a target revised up to 120 gwh totalenergies just,0.0,0.0,0.0,Bearish,positive
7721,ResearchPool,ResearchPool,2021-02-09,fp se total q4 2020 results 9 above expectations total to change its name to totalenergies q4 2020 results beat consensus by 9 adjusted attributable net profit came in at 1304m 87 ahead of estimates oddo bhf,0.0,0.0,0.0,Bullish,positive
7713,ResearchPool,ResearchPool,2021-02-10,fp se total total renamed totalenergies and focusing on renewables q4 2020 results 9 better than expected adjusted net profit came in at 1304bn 87 above forecasts oddo bhf 11bn consensus 12bn marked by an,0.0,0.0,0.0,Bullish,positive
7438,ResearchPool,ResearchPool,2021-06-23,fp se totalenergies higher oil prices should help the group increase renewables capex by 1bn to 4bn ceo announces a possible increase of renewables capex to 4bn patrick pouyann announced during a conference organised,0.0,0.0,0.0,Bullish,positive
7201,TradeTheNews.com,Trade_The_News,2021-07-29,fpfr announces strategic partnership with amazon amzn to supply renewable electricity totalenergies se more at tradethenewscom home trade the news real time stock forex bond news analysis squawk active trader community with real time news get the news market news and analysis expert financial analysis investment ideas forex news and more 2,0.0,0.0,2.0,Bearish,neutral
6255,Al Arabiya English,AlArabiya_Eng,2021-11-23,frances se and italys spa say they are ready to invest billions of dollars in as the opec nation emerges from a decade of conflict and civil war englishalarabiyanet total and eni ready in billions of dollars in libya energy projects al arabiya english frances totalenergies se and italys eni spa said they were ready to invest billions of dollars in 5 1,0.0,5.0,1.0,Bullish,positive
3711,Sicco van Hoegee,SiccoVanHoegee,2022-04-10,frances totalenergies se stipulates that no cargo in all or in part shall originate in russia according to the companys updated general terms and conditions 21 bloombergcom the backdoor that keeps russian oil flowing into europe european energy companies are finding workarounds to keep russian crude flowing while placating public opinion 1 1 2,1.0,1.0,2.0,Bullish,neutral
4823,KwikNews,kwiknewsMY,2022-03-07,frances totalenergies se tte cuts a lonely figure hanging onto its russian investments during a mass exodus of western oil majors from the country after its invasion of ukraine even though no sanctions have forced such divestments kwiknewscommy totalenergies stays while others flee kwiknews london frances totalenergies se tte cuts a lonely figure hanging onto its russian investments during a mass exodus of western oil majors from the country after its invasion of ukraine even,0.0,0.0,0.0,Bullish,negative
7220,Rebuilding Iraq,RebuildingIraq,2021-07-26,frances totalenergies se was given approval by iraq to develop a naturalgas field at the ratawi field read more about it here,0.0,0.0,0.0,Bullish,neutral
7158,OilRegistry,OilRegistry,2021-07-30,french company se and norways asa are exiting a key venture in venezuela adding to an exodus of foreign firms in recent years as the countrys energy industry has withered,0.0,0.0,0.0,Bullish,negative
7654,,Kbahago,2021-05-28,french energy giant total se on friday announced a change of its name to totalenergies as the company moves to become one of the worlds top five in renewables by 2030 2,0.0,0.0,2.0,Bullish,neutral
6791,Helen Robertson,HelenCRobertson,2021-09-28,french energy giant totalenergies se expects global oil demand to peak before 2030 via bloombergcom total sees oil demand peaking before 2030 in power switch 2 7 10,2.0,7.0,10.0,Bullish,neutral
2270,Sophia Nadur,sophia_isa,2022-06-19,french giant totalenergies se and indian billionaire gautam adanis conglomerate plan to invest 5 billion to produce green hydrogen and related products in india as the worlds thirdlargest polluter seeks to decarbonize,0.0,0.0,0.0,Bullish,neutral
5042,Udit Kulshrestha,uditkulshrestha,2022-03-01,french oil gas company totalenergies se announces it will not invest in new russian projects bloomberg,0.0,0.0,0.0,Bullish,neutral
2295,Oxford University Economic Recovery Project,OxEconRecovery,2022-06-16,french oil giant totalenergies se and indian billionaire gautam adanis are partnering to fund billions of dollars worth of green hydrogen development in india as the worlds thirdlargest polluter seeks to decarbonize bloombergcom adani total team up for 5 billion india green hydrogen project french oil giant totalenergies se and indian billionaire gautam adanis conglomerate are partnering to fund billions of dollars worth of green hydrogen development in india as the worlds thirdlar 3,0.0,0.0,3.0,Bullish,neutral
3544,goldsheet,goldsheet,2022-04-27,french totalenergies will include a 41million impairment on its balance sheet over russia sanctions that have led to difficulties with its massive arctic lng2 project the company said on wednesday totalenergies se has decided to no longer book prove oilpricecom totalenergies books 41 billion impairment charge on arctic lng 2 exit oilpricecom french totalenergies will include a 41million impairment on its balance sheet over russia sanctions that have led to difficulties with its massive arctic lng2 project,0.0,0.0,0.0,Bullish,negative
7215,UgandanJobline,UgandanJoblines,2021-07-27,fresher oil gas jobs budgeting reporting officer totalenergies se,0.0,0.0,0.0,Bullish,neutral
7077,UgandanJobline,UgandanJoblines,2021-08-06,fresher oil gas jobs lubricants sales engineer totalenergies se,0.0,0.0,0.0,Bullish,neutral
5406,Unhedged News & Transcripts Service,UnhedgedNews,2022-02-10,full year 2021 totalenergies se earnings call ttefr,0.0,0.0,0.0,Bullish,neutral
1145,Ticker Report,TickerReport,2022-08-09,fy2022 eps estimates for totalenergies se boosted by analyst tte,0.0,0.0,0.0,Bullish,positive
2667,Grufity Stock Research,grufityreports,2022-05-26,global infrastr reports 553 stake in cwen clearway energy abdiel qualifie reports 192 stake in appn appian corp totalenergies se reports 506 stake in spwr sunpower corp 29 1 2,1.0,2.0,0.0,Bullish,neutral
4517,▬𝐐𝐔𝐈𝐍▬,GQuintinB,2022-03-15,greenpeace francia y la seccin local de amigos de la tierra han amenazado a totalenergies con interponer una demanda si la gran empresa no se retira de rusia segn ha informado reuters f oilpricecom mar 15 2022 greenpeace france and the local chapter of friends of the earth have threatened totalenergies with a lawsuit if the supermajor does not pull out from russia reuters has reported citing a letter by the two nongovernmental organizations to totalenergies,0.0,0.0,0.0,Bullish,negative
3298,Pascoe Sabido,pascoesabido,2022-05-11,guess whos been helping the eu get off russian gas the ceos of these fossil fuel giants their meetings with have shaped the eus response shell must fall and 8 others 9 7,0.0,9.0,7.0,Bullish,negative
1539,Unhedged News & Transcripts Service,UnhedgedNews,2022-07-28,half year 2022 totalenergies se earnings call ttefr,0.0,0.0,0.0,Bullish,neutral
6631,Flash Alert,FlashAlert_me,2021-10-18,has 15s delayed issued press release on october 18 061300 totalenergies se uk regulatory announcement scotland totalenergies and scotwind partners commit to local industrial development,0.0,0.0,0.0,Bullish,neutral
6422,Vitamin wa MK,MK_Vit6,2021-11-02,he is counting on se and cnooc ltd to produce oil from its fields in four years laying the foundation for a new regional fuel hub 2,0.0,2.0,0.0,Bullish,positive
2428,LSTA-Linfer-en,LSTA_Linfer_en,2022-06-07,houstonl298n954w june 6 reuters qatarl255n512e has picked exxon mobil corp totalenergies se the north field expansion will boost qatarl255n512e s lng output by 64 by 2027 strengthening its position as the world s t,0.0,0.0,0.0,Bullish,positive
7327,Crwe World,CrweWorld,2021-07-12,hyzon motors deepens strategic hydrogen mobility partnership with totalenergies se crweworldcom hyzon motors deepens strategic hydrogen mobility partnership with totalenergies se hyzon motors deepens strategic hydrogen mobility partnership with totalenergies se partnership accelerates hyzon totalenergies deployment of hydrogenpowered,0.0,0.0,0.0,Bullish,positive
7324,Fuel Cells Works,fuelcellsworks,2021-07-12,hyzon motors deepens strategic mobility partnership with totalenergies seaccelerates deployment of hydrogenpowered refueling infrastructure for longhaul transport across fuelcellsworkscom hyzon motors deepens strategic hydrogen mobility partnership with totalenergies se hyzon motors inc announced today it has signed a memorandum of understanding mou with totalenergies nyse tte 6 13,0.0,6.0,13.0,Bullish,positive
1107,Penke Trading,PenkeTrading,2022-08-17,i found you a death cross on the daily chart of totalenergies se adr tte,0.0,0.0,0.0,Bullish,neutral
2415,Penke Trading,PenkeTrading,2022-06-08,i found you an overbought rsi relative strength index on the daily chart of totalenergies se adr is that or tte 2,0.0,0.0,2.0,Bullish,neutral
2574,Penke Trading,PenkeTrading,2022-05-28,i found you an overbought rsi relative strength index on the daily chart of totalenergies se is that or tte 1,0.0,0.0,1.0,Bullish,neutral
2273,Moneyweb News,Moneyweb,2022-06-18,icymi se became the first foreign company to win a stake in a multibillion dollar project to boost gas exports moneywebcoza totalenergies wins stake in 29bn qatar gas project totalenergies already holds a 167 stake in the fifth train of qatargas 2 3,0.0,0.0,3.0,Bearish,positive
220,Remi Grumeau,remi_grumeau,2022-09-26,ide proposons de revendre 20 de sa production perte ses concurrents plafonner son prix de vente mais pas celui des concurrents et lobliger fermer 12 de ses 54 puits en parfait tat de marche si il refuse on arrte l bloomberg energy sep 26 2022 frances totalenergies is investing about 15 billion in qatars latest mammoth development just three months after buying into another of the nations expansion projects ceo patrick pouyanne says he wouldve invested more if it was on offer 2 1,0.0,2.0,1.0,Bullish,positive
3875,STOXEYE,stoxeye,2022-03-30,in a boost to the electric vehicle infrastructure a new player has entered the market a joint venture of adani group and totalenergies se which has launched its first ev charging station in ahmedabad at atgls cng station in maninagar,0.0,0.0,0.0,Bearish,positive
6326,Aly-Khan Satchu,alykhansatchu,2021-11-11,in kenya and its partners including se are considering selling more than 10 of their project bloombergcom tullow pushes ahead with plan to sell oil assets in kenya latam tullow oil plc is pushing ahead with plans to sell stakes in energy deposits in east africa and latin america 1 3 1,1.0,3.0,1.0,Bullish,neutral
5908,ChartMill,ChartMill,2022-01-14,in the last month ttepa has a been trading in the 4230 4910 range which is quite wide,0.0,0.0,0.0,Bullish,neutral
5637,ChartMill,ChartMill,2022-02-02,in the last month ttepa has a been trading in the 4522 5249 range which is quite wide,0.0,0.0,0.0,Bullish,neutral
3652,Prajwal Prasad,prajwalprasadh,2022-04-18,in totalenergies se has announced plans for a steep cut in emissions methane is considered one of the most harmful of gases the giant aims to reduce its release of methane by 80 this decade 10n 1 1,1.0,0.0,1.0,Bullish,neutral
6367,Flash Alert,FlashAlert_me,2021-11-08,inaugurated 15s delayed issued press release on november 08 101200 totalenergies se uk regulatory announcement totalenergies confirms its commitment to youth with a new production school in le havre,0.0,0.0,0.0,Bullish,positive
6666,UgandanJobline,UgandanJoblines,2021-10-12,integrity compliance manager job careers totalenergies se,0.0,0.0,0.0,Bullish,neutral
7230,ArabianBusiness.com,ArabianBusiness,2021-07-25,iraqs cabinet gave approval for totalenergies se a french company to develop a naturalgas field help boost the countrys output they aim to capture and process 600 million standard cubic feet a day of from the ratawi field arabianbusinesscom iraq and frances total to work on gas production solar deals arabian business french energy company aims to capture and process 600m standard cubic feet a day of gas from the ratawi field iraq and frances total to work on gas production solar deals natural gas oil and gas 2,0.0,0.0,2.0,Bullish,positive
6918,Rigzone,Rigzone,2021-09-07,iraqs government and totalenergies se agreed on a 27 billion package of investment deals 1 2,0.0,1.0,2.0,Bullish,positive
6931,goldsheet,goldsheet,2021-09-06,iraqs government and totalenergies se agreed on a 27 billion package of investment deals aimed at boosting oil and gas output and reducing power outagestotalenergies and iraq agree 27b deals rigzonecom totalenergies and iraq agree 27b deals iraqs government and totalenergies se agreed on a 27 billion package of investment deals aimed at boosting oil and gas output and reducing power outages,0.0,0.0,0.0,Bullish,positive
7015,Almoni33,almoni33,2021-08-20,ishares stoxx europe 600 oil gas ucits etf de 15 of the position is bought and the next order is 2309 so good luck european oil companies raise dividends quarterly payments are nice royal dutch shell equinor asa totalenergies se,0.0,0.0,0.0,Bullish,neutral
5996,Crecer Juntos,RSSCrecerJuntos,2022-01-03,jan2 se shut a gasolineproducing fluidic catalytic cracker fcc and small crude distillation unit cdu at its 225500 barrelperday port arthur refinery in texas on saturday said sources familiar with plant operations reuters jan 3 2022 total shuts fcc small crude unit at texas refinery sources,0.0,0.0,0.0,Bullish,negative
6860,Nico,Nico_isn,2021-09-20,javais trouv tonnant que totalenergies nannonce pas juraj a se confirme pas sr que a plaise peter ammattipyrily sep 20 2021 juraj sagan and erik baska wont follow peter sagan to totalenergies for 2022 juraj has been riding on same team with peter since 182010 baska since 112016 1,0.0,0.0,1.0,Bearish,neutral
1639,Moneyweb News,Moneyweb,2022-07-25,jselisted chemicals and energy giant says it expects production of petroleum products at its natref refinery which it owns with se to resume by the end of july moneywebcoza sasol to restart production at natref by end of july group also expects a positive financial performance for fullyear results set to be published in august 4 5,0.0,4.0,5.0,Bullish,positive
2396,Jaun News Usa,jaunnewsusa,2022-06-11,kazakhstan ready to assist totalenergies se in implementing investment plans jaunbabacom home jaun baba,0.0,0.0,0.0,Bullish,positive
3655,TotalEnergies Foundation,TotalEnergies_F,2022-04-15,la campagne se prolonge ce weekend quelques jours en pour mobiliser engager les des pays participants et dans le en faveur de la le sera invit lexposition dart global youth coalition for road safety apr 13 2022 follow these steps to snap a pic of your power pose and take part in the campaign your picture could be included in our art exhibition during the un highlevel meeting on in more details at 1 1 2,1.0,1.0,2.0,Bullish,neutral
7349,UgandanJobline,UgandanJoblines,2021-07-08,laboratory officer career jobs totalenergies se,0.0,0.0,0.0,Bullish,neutral
3351,Fernando Iglesias Carrasco,figlesi_,2022-05-05,las ganancias de shell casi se triplican a medida que aumentan los precios del petrleo shell rivals including bp and totalenergies have also reported a sharp rise in profits bbccom shell profits nearly triple as oil prices surge the energy giant says pulling out of russian oil and gas activities had cost the firm 39bn,0.0,0.0,0.0,Bullish,negative
1846,Louise de Lannoy,LoudL,2022-07-15,le forage ptrolier par totalenergies et la china national offshore oil corporation cnooc se poursuit dans un parc ougandais malgr la menace pour la nature oil drilling continues in ugandan park despite threat to nature via aljazeeracom oil drilling to go ahead in ugandan park despite threat to nature ugandas president museveni has endorsed the project warning he wont allow anybody to play around with my oil 11 3,0.0,11.0,3.0,Bullish,neutral
1246,Gwénolé Bourrée,gwenolebourree,2022-08-03,le secrtaire gnral de lonu antnio guterres exhorte les tats taxer davantage les compagnies ptrolires qui se font des super profits bon entendeur antnio guterres aug 3 2022 it is immoral for oil gas companies to be making record profits from the current energy crisis on the backs of the poorest at a massive cost to the climate i urge all governments to tax these excessive profits use the funds to support the most vulnerable people 1 6,0.0,1.0,6.0,Bullish,neutral
7624,Branzai by Masterbrand,Branzai_,2021-05-30,llega el rainbowashing total se transforma en totalenergies 1 3,0.0,1.0,3.0,Bearish,neutral
7303,BailoutWatch,bailoutwatchorg,2021-07-14,lng developer tellurian inc said on monday it terminated a stock and lng purchase agreement with frances totalenergies se related to tellurians proposed driftwood lng export plant in louisiana via reuterscom tellurian terminates total agreement on louisiana driftwood lng plant us liquefied natural gas lng developer tellurian inc tello said on monday it terminated a stock and lng purchase agreement with frances totalenergies se ttefpa related to tellurians,0.0,0.0,0.0,Bullish,negative
7003,StockMacro,StockMacroDaily,2021-08-25,long term investment analysis of totalenergies se tte 08 25 2021 stockmacrocom long term investment analysis of totalenergies se tte 08 25 2021 tte overview and analysisin this article we analyzed totalenergies se tte with its current market data and current news you can find more live data in this page as well as company definitions,0.0,0.0,0.0,Bullish,neutral
7010,StockMacro,StockMacroDaily,2021-08-23,longterm forecasting of totalenergies se tte august 2021 stockmacrocom long term investment analysis of totalenergies se tte 08 25 2021 tte overview and analysisin this article we analyzed totalenergies se tte with its current market data and current news you can find more live data in this page as well as company definitions,0.0,0.0,0.0,Bullish,neutral
2246,ChartMill,ChartMill,2022-06-20,looking at the yearly performance ttepa did better than 93 of all other stocks,0.0,0.0,0.0,Bullish,positive
5606,ChartMill,ChartMill,2022-02-08,looking at the yearly performance ttepa did better than 95 of all other stocks,0.0,0.0,0.0,Bullish,positive
3569,Raphaël Demonchy,R_Demonchy,2022-04-26,ltat franais sera bientt le dernier soutien indfectible de et de ses projets climaticides stopeacop apr 26 2022 another win top dutch asset manager drops totalenergies over the east african crude oil pipeline eacop actiam pulled all investments from totalenergies placed the company on an exclusion list over concerns about its controversial eacop project show this thread 3 12,0.0,3.0,12.0,Bullish,negative
4738,M88 Vietnam,M88_VIETNAM,2022-03-10,m88 mansion cng lin on cu lng th gii bwf s ng t chc cc gii u cu lng trn th gii bao gm totalenergies bwf thomas and uber cup finals 2022 totalenergies bwf world championships 2022 totalenergies bwf sudirman cup finals 2023 1,0.0,0.0,1.0,Bullish,neutral
1336,Enzo Payonga,enzopayonga,2022-08-01,mansur zhakupov vice president hydrogen totalenergies se now talks about their companys activities in the hydrogen technology field 1,1.0,0.0,0.0,Bearish,neutral
6553,∞✰Brenda Guarisma✰∞,Brenda_Guarisma,2021-10-21,me parece recordar que una vez le que frances totalenergies se qued haciendo amistad con venezuela para to produce natural gas porque pasan los siglos de los siglos y venezuela siempre es una amiga reliable ursula von der leyen oct 20 2021 eu official the whole world is affected by the energy prices spike yet there is something specific to the situation we are too reliant on gas too dependent on gas imports it makes us vulnerable we need to diversify suppliers but crucially speed up the transition to clean energy show this thread,0.0,0.0,0.0,Bullish,neutral
5491,Flash Alert,FlashAlert_me,2022-02-10,meeting 15s delayed issued press release on february 10 024700 totalenergies se uk regulatory announcement totalenergies board of directors decisions on 2021 dividend 2022 shareholder returns and 2022 sustainability amp climate resolution,0.0,0.0,0.0,Bullish,neutral
5435,Flash Alert,FlashAlert_me,2022-02-10,meeting 15s delayed issued press release on february 10 06500 totalenergies se uk regulatory announcement totalenergies fourth quarter and fullyear 2021 results,0.0,0.0,0.0,Bullish,neutral
1604,Flash Alert,FlashAlert_me,2022-07-28,meeting 15s delayed issued press release on july 28 024700 totalenergies se uk regulatory announcement totalenergies announces the second 2022 interim dividend of 069share an increase of 5 compared to 2021,0.0,0.0,0.0,Bullish,positive
2457,La Cromignone,LCromignone,2022-06-05,mi bernard fra director general ministry of the armed forces buberl thomas fra ceo axa sabarbizet patricia fra chairwoman and ceo temaris associs saspouyann patrick fra chairman and ceo totalenergies se les invits franais du bilderberg 2022,0.0,0.0,0.0,Bullish,neutral
2462,Aleksandra Opalic (parody account),aleksandraopal2,2022-06-05,minister of digital governance pinho ana prt president and ceo serralves foundation pouyann patrick fra chairman and ceo totalenergies se rachman gideon gbr chief foreign affairs commentator the financial times raimondo gina m usa 1 2 28,1.0,2.0,28.0,Bearish,neutral
3072,Crwe World,CrweWorld,2022-05-24,mitsubishi corporation signs participation agreement with sempra infrastructure totalenergies mitsui for carbon se crweworldcom mitsubishi corporation signs participation agreement with sempra infrastructure totalenergies tokyo may 24 2022 jcn newswire mitsubishi corporation is pleased to announce that it has signed a participation agreement with sempra infrastructure totalenergies and mitsui co ltd for,0.0,0.0,0.0,Bullish,positive
5615,Maverick,Maverick241069,2022-02-07,more energy less emissions totalenergies harbour and serica energy bosses on north se via ma opportunities energyvoicecom more energy less emissions totalenergies harbour and serica energy bosses on north sea future more energy and less emissions is how totalenergies north sea boss summarises the companys strategy for the coming years and that broadly speaking,0.0,0.0,0.0,Bearish,neutral
6198,SEC.report,EdgarInsider,2021-12-01,new form 6k entry filed by tte ttfnf tot totalenergies se,0.0,0.0,0.0,Bullish,neutral
6540,Cuesta abajo @bajando_el_pico@kolektiva.social,Cuesta abajo bajando_el_picokolektiva.social,2021-10-23,no os preocupis por el precio del gas q dice el ceo de total q cree w bajar cuando pase el invierno as que solo tenis q pagarlo carsimo durante los meses en los q ms se usa gensanta totalenergies ceo says gas price spike unlikely to be sustained flipit totalenergies ceo says gas price spike unlikely to be sustained reuters riyadhlondon oct 23 reuters the chief executive of french company totalenergies said on saturday the recent gas price spike had been caused by a strong demand rebound post covid19 and prices 1,0.0,0.0,1.0,Bullish,positive
4359,Les Amis de la Terre FR,amisdelaterre,2022-03-22,nouveau dsaveu pour le projet de 4me rassureur mondial a dclar quil ne soutiendra pas le mgaprojet doloduc stopeacop mar 22 2022 win the worlds 4th largest reinsurer has stated it will not support oil pipeline project when will follow suit together we can read our announcement here show this thread 2 30 59,2.0,30.0,59.0,Bearish,neutral
642,@bread80@mstdn.social,bread80mstdn.social,2022-09-12,off topici wonder how much of our energy bills goes towards paying for fake reviews this guy in india must be making a killing anyone from man enough to take these down 1,1.0,0.0,0.0,Bullish,neutral
4804,Fortu Wealth,fortu_wealth,2022-03-07,oil and gas performance so far today exxon mobil corporation xom 018 chevron corporation cvx 025 shell plc shel 472 totalenergies se tte 100 devon energy corporation dvn 364 ecopetrol sa ec 120 1 2,0.0,1.0,2.0,Bullish,neutral
4316,Fortu Wealth,fortu_wealth,2022-03-22,oil and gas performance so far today exxon mobil corporation xom 023 chevron corporation cvx 010 shell plc shel 007 totalenergies se tte 124 devon energy corporation dvn 050 ecopetrol sa ec 053 1,0.0,1.0,0.0,Bullish,neutral
4470,Fortu Wealth,fortu_wealth,2022-03-16,oil and gas performance so far today exxon mobil corporation xom 073 chevron corporation cvx 100 shell plc shel 072 totalenergies se tte 016 devon energy corporation dvn 148 ecopetrol sa ec 024 1 1,0.0,1.0,1.0,Bullish,neutral
3761,Fortu Wealth,fortu_wealth,2022-04-06,oil and gas performance so far today exxon mobil corporation xom 163 chevron corporation cvx 152 shell plc shel 129 totalenergies se tte 080 devon energy corporation dvn 049 ecopetrol sa ec 013 1,0.0,0.0,1.0,Bullish,neutral
4098,Fortu Wealth,fortu_wealth,2022-03-23,oil and gas performance so far today exxon mobil corporation xom 227 chevron corporation cvx 178 shell plc shel 379 totalenergies se tte 055 devon energy corporation dvn 200 ecopetrol sa ec 706,0.0,0.0,0.0,Bullish,neutral
4444,Fortu Wealth,fortu_wealth,2022-03-17,oil and gas performance so far today exxon mobil corporation xom 274 chevron corporation cvx 191 shell plc shel 306 totalenergies se tte 178 devon energy corporation dvn 878 ecopetrol sa ec 465 1,0.0,1.0,0.0,Bullish,neutral
3901,Fortu Wealth,fortu_wealth,2022-03-28,oil and gas performance so far today exxon mobil corporation xom 325 chevron corporation cvx 221 shell plc shel 269 totalenergies se tte 227 devon energy corporation dvn 347 ecopetrol sa ec 205 1,0.0,0.0,1.0,Bullish,neutral
4385,Fortu Wealth,fortu_wealth,2022-03-21,oil and gas performance so far today exxon mobil corporation xom 356 chevron corporation cvx 098 shell plc shel 397 totalenergies se tte 072 devon energy corporation dvn 390 ecopetrol sa ec 256 2,0.0,0.0,2.0,Bullish,neutral
6867,UgandanJobline,UgandanJoblines,2021-09-17,oil company jobs instrument icss engineer totalenergies se,0.0,0.0,0.0,Bullish,neutral
7271,UgandanJobline,UgandanJoblines,2021-07-19,oil gas careers drilling wells logistics site superintendent totalenergies se,0.0,0.0,0.0,Bullish,neutral
7277,UgandanJobline,UgandanJoblines,2021-07-19,oil gas careers electrical supervisor south totalenergies se,0.0,0.0,0.0,Bullish,neutral
7295,UgandanJobline,UgandanJoblines,2021-07-16,oil gas company jobs consignment sites supervisor totalenergies se,0.0,0.0,0.0,Bullish,neutral
7240,UgandanJobline,UgandanJoblines,2021-07-23,oil gas enabling infrastructure supervisor south jobs totalenergies se,0.0,0.0,0.0,Bullish,neutral
6676,UgandanJobline,UgandanJoblines,2021-10-11,oil gas jobs drilling support base dsb coordinator totalenergies se,0.0,0.0,0.0,Bullish,neutral
6903,UgandanJobline,UgandanJoblines,2021-09-10,oil gas jobs international program for juniors vie geologist totalenergies se,0.0,0.0,0.0,Bullish,neutral
6995,UgandanJobline,UgandanJoblines,2021-08-26,oil gas jobs pipeline welding superintendent north totalenergies se,0.0,0.0,0.0,Bullish,neutral
6935,UgandanJobline,UgandanJoblines,2021-09-06,oil gas jobs qc leader north totalenergies se,0.0,0.0,0.0,Bullish,neutral
6936,UgandanJobline,UgandanJoblines,2021-09-06,oil gas jobs qc leader north totalenergies se 1,0.0,0.0,1.0,Bullish,neutral
7260,UgandanJobline,UgandanJoblines,2021-07-21,oil gas piping supervisor south job vacancies totalenergies se,0.0,0.0,0.0,Bullish,neutral
4760,Common Sense Energy,ComSense_Energy,2022-03-08,oil keeps as shell pulls back from russian crude supply totalenergies se became the first big oil co to publicly say its traders will no longer buy russian crude though most buyers are already shunning its supplies via jwnenergycom oil keeps rising as shell pulls back from russian crude supply brent oil pushed higher as european oil giant shell plc announced it will stop buying russian crude and the international,0.0,0.0,0.0,Bullish,positive
6184,Flash Alert,FlashAlert_me,2021-12-03,operator 15s delayed issued press release on december 03 023700 totalenergies se uk regulatory announcement totalenergies angola startup of clov phase 2 project,0.0,0.0,0.0,Bullish,neutral
5110,BLANCO Jean-François,jfblancoMI,2022-03-01,par solidarit avec lukraine doit cesser son business et ses oprations avec la russie the following media includes potentially sensitive content change settings view 1,0.0,0.0,1.0,Bearish,neutral
5243,Visegrád 24,visegrad24,2022-02-24,patrick pouyann chief executive of french oil major totalenergies se told a conference in paris on thursday that there was no immediate way for europe to replace russian gas imports if shipments cease as a result of the ukraine conflict 7 7 39,7.0,7.0,39.0,Bullish,negative
2148,Boulet60,prunelle_60290,2022-06-26,pdt ce temps les boss de ces entreprises se feront des bnfices sur le dos du peuple la misre nous arrive et tout vous semble normal aprs la nourriture voici totalenergiesedf et engie appellent les franais consommer moins dnergie les dtails breaking7com breaking news 7 breaking news is a personalized news aggregator and social network where you can follow and get all the news you are interested in and join conversations about hot local breaking and national topics,0.0,0.0,0.0,Bearish,neutral
7411,Greenpeace Montpellier,GreenpeaceMTP,2021-06-29,pendant ce temps continue protger le dveloppement irraisonn de larien persiste dans ses activits polluantes et cautionne une loi climat vide de sens quel niveau de catastrophe vontils arrter de tous nous mettre en pril scott duncan jun 29 2021 i cant believe i am writing this canada has obliterated its national alltime heat record for the second day in a row before yesterday greater than 45c had never been recorded as far as climatology is concerned this is deeply shocking show this thread gif 2 1,0.0,2.0,1.0,Bullish,neutral
